lr,beta1,beta2,weight_decay,train_accuracy,train_loss,val_accuracy,val_loss
0.0036063486397284665,0.8589949079743348,0.8712931102428585,0.0003481410351917474,33.47,1.761884231853485,44.1,1.561094976425171
0.0055129262250874335,0.4455591548561373,0.3674836112834806,1.4795816345422864e-06,36.605,1.7002251770973205,51.53,1.359727453804016
4.324518581155819e-05,0.5294209404718937,0.8301396871691685,2.753794429736146e-05,45.8925,1.484826853132248,54.39,1.2798645122528076
0.00022735723377092203,0.8516348084201026,0.4033191482151244,8.800667561385513e-05,49.665,1.3781130666732788,58.52,1.1404770858764648
0.00016197546636104998,0.9604824878987889,0.22617535159096802,0.0004076259041096254,43.795,1.52485910282135,53.63,1.245536799621582
0.0006944616560615827,0.8200187660297004,0.5679092541165333,0.00010880242882938465,45.1475,1.4926686891555787,54.34,1.2248799034118651
0.021076375545009636,0.6232357930755213,0.5830985332746607,0.00018873257833005666,30.4,1.8447835718154908,32.78,2.041360806083679
4.319620992854348e-06,0.5257667769926452,0.26751277665075723,0.0001624630235090775,30.85,1.8983071109771728,39.64,1.683020903968811
1.992058676667113e-05,0.22156113789150145,0.3914027660060996,2.8120601211200726e-06,40.02,1.638257626247406,48.5,1.4159308841705323
2.1573883515769794e-05,0.44745359403215,0.9114360295009349,2.2379478892320446e-05,40.31,1.6213568371772766,50.39,1.3669375310897827
0.0036063486397284665,0.9604824878987889,0.22617535159096802,0.0004076259041096254,30.0225,1.8962892072677613,41.3,1.5937391721725465
0.11630395714480335,0.9604824878987889,0.22617535159096802,0.0004076259041096254,13.125,4.2091185771942135,10.6,11.008614292907716
0.14049915288175094,0.9604824878987889,0.22617535159096802,0.0004076259041096254,12.0375,6.432665184402466,10.25,116.04987399902343
0.12120218038438149,0.9604824878987889,0.22617535159096802,0.0004076259041096254,11.3725,8.113979255485535,12.47,85.14994246826171
0.0055129262250874335,0.9604824878987889,0.22617535159096802,0.0004076259041096254,30.07,1.9009296385765075,35.76,1.719833833694458
0.0002024371636420898,0.9604824878987889,0.22617535159096802,0.0004076259041096254,45.005,1.487913822746277,57.33,1.1972064315795898
6.0982839082360566e-05,0.9604824878987889,0.22617535159096802,0.0004076259041096254,47.3575,1.4491985307216644,58.9,1.14579964427948
0.0036063486397284665,0.8589949079743348,0.8712931102428585,0.0003481410351917474,75.2775,0.7179208981513977,71.55,0.8185107151985168
0.0055129262250874335,0.4455591548561373,0.3674836112834806,1.4795816345422864e-06,85.0675,0.45783707532584667,82.77,0.6043474879264832
4.324518581155819e-05,0.5294209404718937,0.8301396871691685,2.753794429736146e-05,87.555,0.3554398720234633,84.96,0.4311543703794479
0.00022735723377092203,0.8516348084201026,0.4033191482151244,8.800667561385513e-05,90.705,0.2720015910089016,87.03,0.38505210404396056
0.00016197546636104998,0.9604824878987889,0.22617535159096802,0.0004076259041096254,89.475,0.30822301370799543,86.74,0.3821345430612564
0.0006944616560615827,0.8200187660297004,0.5679092541165333,0.00010880242882938465,88.63,0.32941446555107834,83.65,0.49795195608139037
0.021076375545009636,0.6232357930755213,0.5830985332746607,0.00018873257833005666,54.58,1.2761279089927673,52.79,1.3218367182731627
4.319620992854348e-06,0.5257667769926452,0.26751277665075723,0.0001624630235090775,66.1375,0.9650242054224014,66.93,0.9394449668884277
1.992058676667113e-05,0.22156113789150145,0.3914027660060996,2.8120601211200726e-06,81.39,0.5390615805983543,79.22,0.5865148858547211
2.1573883515769794e-05,0.44745359403215,0.9114360295009349,2.2379478892320446e-05,83.25,0.48563789137601854,80.66,0.5338195040464401
